Gravité;Fichier;Ligne;Enregistrement;Champ;Anomalie;Valeur lue;Valeur retenue;Valeur remplacée
Repris avec correction automatique;export_clients_cavegest.xlsx;2175;Client T02174;shipping_zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2175;Client T02174;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2175;Client T02174;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2175;Client T02174;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);632681272;+33632681272;
Repris avec correction automatique;export_clients_cavegest.xlsx;2176;Client T02175;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2177;Client T02176;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);370348707;+33370348707;
Repris avec correction automatique;export_clients_cavegest.xlsx;2177;Client T02176;phone;Téléphone complété d'un zéro initial (perdu par le tableur);370348707;+33370348707;
Repris avec correction automatique;export_clients_cavegest.xlsx;2178;Client T02177;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);671659602;+33671659602;
Repris avec correction automatique;export_clients_cavegest.xlsx;2178;Client T02177;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2179;Client T02178;phone;Téléphone complété d'un zéro initial (perdu par le tableur);485560504;+33485560504;
Repris avec correction automatique;export_clients_cavegest.xlsx;2180;Client T02179;phone;Téléphone complété d'un zéro initial (perdu par le tableur);293093914;+33293093914;
Repris avec correction automatique;export_clients_cavegest.xlsx;2180;Client T02179;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);629452225;+33629452225;
Repris avec correction automatique;export_clients_cavegest.xlsx;2181;Client T02180;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2181;Client T02180;zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;2181;Client T02180;phone;Téléphone complété d'un zéro initial (perdu par le tableur);576853268;+33576853268;
Repris avec correction automatique;export_clients_cavegest.xlsx;2181;Client T02180;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);618541934;+33618541934;
Repris avec correction automatique;export_clients_cavegest.xlsx;2182;Client T02181;zip;Code postal complété d'un zéro initial (perdu par le tableur);5000;05000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2185;Client T02184;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);144073046;+33144073046;
Repris avec correction automatique;export_clients_cavegest.xlsx;2185;Client T02184;phone;Téléphone complété d'un zéro initial (perdu par le tableur);144073046;+33144073046;
Repris avec correction automatique;export_clients_cavegest.xlsx;2186;Client T02185;phone;Téléphone complété d'un zéro initial (perdu par le tableur);526167101;+33526167101;
Repris avec correction automatique;export_clients_cavegest.xlsx;2187;Client T02186;shipping_country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2187;Client T02186;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);511284423;+33511284423;
Repris avec correction automatique;export_clients_cavegest.xlsx;2187;Client T02186;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2187;Client T02186;zip;Code postal complété d'un zéro initial (perdu par le tableur);5000;05000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2187;Client T02186;phone;Téléphone complété d'un zéro initial (perdu par le tableur);511284423;+33511284423;
Repris avec correction automatique;export_clients_cavegest.xlsx;2187;Client T02186;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);622987579;+33622987579;
Repris avec correction automatique;export_clients_cavegest.xlsx;2188;Client T02187;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);684487058;+33684487058;
Repris avec correction automatique;export_clients_cavegest.xlsx;2191;Client T02190;phone;Téléphone complété d'un zéro initial (perdu par le tableur);378458736;+33378458736;
Repris avec correction automatique;export_clients_cavegest.xlsx;2191;Client T02190;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);663620312;+33663620312;
Repris avec correction automatique;export_clients_cavegest.xlsx;2191;Client T02190;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2192;Client T02191;phone;Téléphone complété d'un zéro initial (perdu par le tableur);133632091;+33133632091;
Repris avec correction automatique;export_clients_cavegest.xlsx;2193;Client T02192;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);683563880;+33683563880;
Repris avec correction automatique;export_clients_cavegest.xlsx;2196;Client T02195;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2196;Client T02195;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2196;Client T02195;phone;Téléphone complété d'un zéro initial (perdu par le tableur);248370621;+33248370621;
Repris avec correction automatique;export_clients_cavegest.xlsx;2196;Client T02195;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);613407997;+33613407997;
Repris avec correction automatique;export_clients_cavegest.xlsx;2197;Client T02196;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2197;Client T02196;zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2197;Client T02196;phone;Téléphone complété d'un zéro initial (perdu par le tableur);382613831;+33382613831;
Repris avec correction automatique;export_clients_cavegest.xlsx;2197;Client T02196;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2198;Client T02197;zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;2198;Client T02197;phone;Téléphone complété d'un zéro initial (perdu par le tableur);292549206;+33292549206;
Repris avec correction automatique;export_clients_cavegest.xlsx;2199;Client T02198;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2199;Client T02198;phone;Téléphone complété d'un zéro initial (perdu par le tableur);187671632;+33187671632;
Repris avec correction automatique;export_clients_cavegest.xlsx;2199;Client T02198;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);616154921;+33616154921;
Repris avec correction automatique;export_clients_cavegest.xlsx;2200;Client T02199;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2201;Client T02200;phone;Téléphone complété d'un zéro initial (perdu par le tableur);345748874;+33345748874;
Repris avec correction automatique;export_clients_cavegest.xlsx;2202;Client T02201;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);437968917;+33437968917;
Repris avec correction automatique;export_clients_cavegest.xlsx;2202;Client T02201;zip;Code postal complété d'un zéro initial (perdu par le tableur);9000;09000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2202;Client T02201;phone;Téléphone complété d'un zéro initial (perdu par le tableur);437968917;+33437968917;
Repris avec correction automatique;export_clients_cavegest.xlsx;2203;Client T02202;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2203;Client T02202;zip;Code postal complété d'un zéro initial (perdu par le tableur);9000;09000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2204;Client T02203;phone;Téléphone complété d'un zéro initial (perdu par le tableur);461504515;+33461504515;
Repris avec correction automatique;export_clients_cavegest.xlsx;2205;Client T02204;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2205;Client T02204;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);653730931;+33653730931;
Repris avec correction automatique;export_clients_cavegest.xlsx;2205;Client T02204;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2206;Client T02205;phone;Téléphone complété d'un zéro initial (perdu par le tableur);192644387;+33192644387;
Repris avec correction automatique;export_clients_cavegest.xlsx;2206;Client T02205;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);665012043;+33665012043;
Repris avec correction automatique;export_clients_cavegest.xlsx;2207;Client T02206;zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2209;Client T02208;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2210;Client T02209;shipping_zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2210;Client T02209;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);170954396;+33170954396;
Repris avec correction automatique;export_clients_cavegest.xlsx;2210;Client T02209;phone;Téléphone complété d'un zéro initial (perdu par le tableur);170954396;+33170954396;
Repris avec correction automatique;export_clients_cavegest.xlsx;2210;Client T02209;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);661365027;+33661365027;
Repris avec correction automatique;export_clients_cavegest.xlsx;2211;Client T02210;shipping_zip;Code postal complété d'un zéro initial (perdu par le tableur);9000;09000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2211;Client T02210;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);347661961;+33347661961;
Repris avec correction automatique;export_clients_cavegest.xlsx;2211;Client T02210;phone;Téléphone complété d'un zéro initial (perdu par le tableur);347661961;+33347661961;
Repris avec correction automatique;export_clients_cavegest.xlsx;2211;Client T02210;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);618491844;+33618491844;
Repris avec correction automatique;export_clients_cavegest.xlsx;2211;Client T02210;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2214;Client T02213;shipping_country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2214;Client T02213;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2214;Client T02213;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);681313222;+33681313222;
